tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
75-47-8,IODOFORM,"DAN, RTECS",neurotoxicity,suspected
75-47-8,IODOFORM,RTECS,respiratory,suspected
75-50-3,TRIMETHYLAMINE,HAZMAP,respiratory,suspected
75-50-3,TRIMETHYLAMINE,HAZMAP,skin sense,suspected
75-50-3,TRIMETHYLAMINE,NAP,immunotoxicity,suspected
75-50-3,TRIMETHYLAMINE,RTECS,neurotoxicity,suspected
75-52-5,NITROMETHANE,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
75-52-5,NITROMETHANE,P65,cancer,recognized
75-52-5,NITROMETHANE,RTECS,cardiovascular blood,suspected
75-55-8,PROPYLENEIMINE,EPA-HEN,neurotoxicity,suspected
75-55-8,PROPYLENEIMINE,"EPA-HEN, HAZMAP",respiratory,suspected
75-55-8,PROPYLENEIMINE,"EPA-HEN, HAZMAP",skin sense,suspected
75-55-8,PROPYLENEIMINE,HAZMAP,kidney,suspected
75-55-8,PROPYLENEIMINE,P65,cancer,recognized
75-56-9,PROPYLENE OXIDE,"EPA-HEN, EPA-SARA, RTECS",neurotoxicity,suspected
75-56-9,PROPYLENE OXIDE,"EPA-HEN, HAZMAP, OEHHA-AREL, RTECS",skin sense,suspected
75-56-9,PROPYLENE OXIDE,"EPA-HEN, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
75-56-9,PROPYLENE OXIDE,EPA-SARA,developmental,suspected
75-56-9,PROPYLENE OXIDE,EPA-SARA,reproductive,suspected
75-56-9,PROPYLENE OXIDE,HAZMAP,immunotoxicity,suspected
75-56-9,PROPYLENE OXIDE,P65,cancer,recognized
75-56-9,PROPYLENE OXIDE,RTECS,gastrointestinal liver,suspected
75-60-5,CACODYLIc ACID,JANK,developmental,suspected
75-60-5,CACODYLIc ACID,P65,cancer,recognized
75-61-6,DIBROMODIFLUOROMETHANE,"DAN, HAZMAP",neurotoxicity,suspected
75-63-8,BROMOTRIFLUOROMETHANE,"EPA-SARA, HAZMAP",neurotoxicity,suspected
75-64-9,"1,1-DIMETHYLETHYLAMINE",RTECS,neurotoxicity,suspected
75-64-9,"1,1-DIMETHYLETHYLAMINE",RTECS,skin sense,suspected
75-65-0,TERT-BUTYL ALCOHOL,"HAZMAP, RTECS",neurotoxicity,suspected
75-65-0,TERT-BUTYL ALCOHOL,JANK,developmental,suspected
75-65-0,TERT-BUTYL ALCOHOL,RTECS,kidney,suspected
75-66-1,"1,1-DIMETHYLETHANETHIOL",RTECS,neurotoxicity,suspected
75-66-1,"1,1-DIMETHYLETHANETHIOL",RTECS,respiratory,suspected
75-68-3,"1-CHLORO-1,1-DIFLUOROETHANE",KLAA,cardiovascular blood,suspected
75-69-4,TRICHLOROFLUOROMETHANE,"EPA-SARA, HAZMAP, OEHHA-CREL",neurotoxicity,suspected
75-69-4,TRICHLOROFLUOROMETHANE,KLAA,cardiovascular blood,suspected
75-69-4,TRICHLOROFLUOROMETHANE,RTECS,gastrointestinal liver,suspected
75-69-4,TRICHLOROFLUOROMETHANE,RTECS,respiratory,suspected
75-69-4,TRICHLOROFLUOROMETHANE,RTECS,skin sense,suspected
75-71-8,DICHLORODIFLUOROMETHANE,"DAN, EPA-SARA, HAZMAP, RTECS",neurotoxicity,suspected
75-71-8,DICHLORODIFLUOROMETHANE,KLAA,cardiovascular blood,suspected
75-71-8,DICHLORODIFLUOROMETHANE,"OEHHA-CREL, RTECS",gastrointestinal liver,suspected
75-71-8,DICHLORODIFLUOROMETHANE,RTECS,respiratory,suspected
75-71-8,DICHLORODIFLUOROMETHANE,RTECS,skin sense,suspected
75-74-1,TETRAMETHYL LEAD,"DAN, HAZMAP",neurotoxicity,suspected
75-74-1,TETRAMETHYL LEAD,P65-MC,cancer,recognized
75-74-1,TETRAMETHYL LEAD,P65-MC,developmental,recognized
75-74-1,TETRAMETHYL LEAD,P65-MC,reproductive,recognized
75-77-4,TRIMETHYLCHLOROSILANE,RTECS,gastrointestinal liver,suspected
75-77-4,TRIMETHYLCHLOROSILANE,RTECS,neurotoxicity,suspected
75-79-6,METHYLTRICHLOROSILANE,RTECS,gastrointestinal liver,suspected
75-86-5,2-METHYLLACTONITRILE,EPA-TRI,gastrointestinal liver,suspected
75-86-5,2-METHYLLACTONITRILE,EPA-TRI,kidney,suspected
75-86-5,2-METHYLLACTONITRILE,"EPA-TRI, HAZMAP",respiratory,suspected
75-86-5,2-METHYLLACTONITRILE,HAZMAP,neurotoxicity,suspected
75-86-5,2-METHYLLACTONITRILE,HAZMAP,skin sense,suspected
75-86-5,2-METHYLLACTONITRILE,NJ-FS,endocrine,suspected
75-87-6,"2,2,2-TRICHLOROACETALDEHYDE",RTECS,neurotoxicity,suspected
75-87-6,"2,2,2-TRICHLOROACETALDEHYDE",RTECS,skin sense,suspected
75-88-7,"2-CHLORO-1,1,1-TRIFLUOROETHANE",P65-CAND,cancer,suspected
75-89-8,"Ethanol, 2,2,2-trifluoro-",RTECS,cardiovascular blood,suspected
75-89-8,"Ethanol, 2,2,2-trifluoro-",RTECS,kidney,suspected
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",RTECS,cardiovascular blood,suspected
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",RTECS,gastrointestinal liver,suspected
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",RTECS,kidney,suspected
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",RTECS,neurotoxicity,suspected
75-91-2,"1,1-DIMETHYLETHYL HYDROPEROXIDE",RTECS,respiratory,suspected
75198-31-1,"3-(5-NITRO-2-FURYL)-IMIDAZO(1,2-ALPHA)PYRIDINE PYRIDINE",CPDB,cancer,suspected
75198-31-1,"3-(5-NITRO-2-FURYL)-IMIDAZO(1,2-ALPHA)PYRIDINE PYRIDINE",RTECS,gastrointestinal liver,suspected
75330-75-5,LOVASTATIN,P65,developmental,recognized
75330-75-5,LOVASTATIN,P65-CAND,cancer,suspected
75330-75-5,LOVASTATIN,RTECS,gastrointestinal liver,suspected
75330-75-5,LOVASTATIN,RTECS,neurotoxicity,suspected
75330-75-5,LOVASTATIN,RTECS,skin sense,suspected
7546-30-7,MERCUROUS CHLORIDE,P65-MC,developmental,recognized
7550-45-0,TITANIUM TETRACHLORIDE,"ATSDR, EPA-HEN, HAZMAP",respiratory,suspected
7550-45-0,TITANIUM TETRACHLORIDE,"EPA-HEN, HAZMAP",skin sense,suspected
7553-56-2,IODINE,"ATSDR, RTECS",endocrine,suspected
7553-56-2,IODINE,RTECS,gastrointestinal liver,suspected
756-79-6,DIMETHOXYMETHYLPHOSPHINE OXIDE,RTECS,gastrointestinal liver,suspected
757-58-4,HEXAETHYL TETRAPHOSPHATE AND COMPRESSED GAS       MIXTURE,RTECS,gastrointestinal liver,suspected
757-58-4,HEXAETHYL TETRAPHOSPHATE AND COMPRESSED GAS       MIXTURE,RTECS,neurotoxicity,suspected
757-58-4,HEXAETHYL TETRAPHOSPHATE AND COMPRESSED GAS       MIXTURE,RTECS,skin sense,suspected
7572-29-4,DICHLOROACETYLENE,CPDB,cancer,suspected
7572-29-4,DICHLOROACETYLENE,"DAN, HAZMAP",neurotoxicity,suspected
7572-29-4,DICHLOROACETYLENE,"HAZMAP, RTECS",kidney,suspected
7572-29-4,DICHLOROACETYLENE,RTECS,cardiovascular blood,suspected
75790-84-0,"4-METHYLDIPHENYLMETHANE-3,4-DIISOCYANATE",EPA-TRI,respiratory,suspected
75790-87-3,"2,4'-DIISOCYANATODIPHENYL SULFIDE",EPA-TRI,respiratory,suspected
7580-67-8,LITHIUM HYDRIDE,HAZMAP,respiratory,suspected
7580-67-8,LITHIUM HYDRIDE,HAZMAP,skin sense,suspected
759-73-9,N-ETHYL-N-NITROSOUREA,EPA-SARA,developmental,suspected
759-73-9,N-ETHYL-N-NITROSOUREA,EPA-SARA,reproductive,suspected
759-73-9,N-ETHYL-N-NITROSOUREA,P65,cancer,recognized
759-73-9,N-ETHYL-N-NITROSOUREA,RTECS,neurotoxicity,suspected
759-73-9,N-ETHYL-N-NITROSOUREA,RTECS,skin sense,suspected
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,"DPR-CIP, EPA-TRI, RTECS",neurotoxicity,suspected
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,EPA-TRI,cardiovascular blood,suspected
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,EPA-TRI,reproductive,suspected
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,P65,developmental,recognized
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,RTECS,gastrointestinal liver,suspected
759-94-4,ETHYL DIPROPYLTHIOCARBAMATE,RTECS,skin sense,suspected
76-01-7,PENTACHLOROETHANE,"DAN, HAZMAP, RTECS",neurotoxicity,suspected
76-01-7,PENTACHLOROETHANE,KLAA,kidney,suspected
76-01-7,PENTACHLOROETHANE,RTECS,gastrointestinal liver,suspected
76-03-9,TRICHLOROACETIC ACID,HAZMAP,respiratory,suspected
76-03-9,TRICHLOROACETIC ACID,HAZMAP,skin sense,suspected
76-03-9,TRICHLOROACETIC ACID,"IRIS, P65-CAND",cancer,suspected
76-03-9,TRICHLOROACETIC ACID,RTECS,gastrointestinal liver,suspected
76-05-1,"Acetic acid, trifluoro-",RTECS,neurotoxicity,suspected
76-05-1,"Acetic acid, trifluoro-",RTECS,respiratory,suspected
76-05-1,"Acetic acid, trifluoro-",RTECS,skin sense,suspected
76-06-2,CHLOROPICRIN,"HAZMAP, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
76-06-2,CHLOROPICRIN,"HAZMAP, OEHHA-AREL, RTECS",skin sense,suspected
76-06-2,CHLOROPICRIN,RTECS,gastrointestinal liver,suspected
76-06-2,CHLOROPICRIN,RTECS,neurotoxicity,suspected
76-11-9,"1,1,1,2-TETRACHLOR-2,2-DIFLUOROETHANE",HAZMAP,neurotoxicity,suspected
76-12-0,"1,1,2,2-TETRACHLORO-1,2-DIFUOROETHANE (FC 112)","HAZMAP, RTECS",neurotoxicity,suspected
76-12-0,"1,1,2,2-TETRACHLORO-1,2-DIFUOROETHANE (FC 112)",RTECS,respiratory,suspected
76-13-1,FREON 113,"HAZMAP, OEHHA-CREL, RTECS",neurotoxicity,suspected
76-13-1,FREON 113,KLAA,cardiovascular blood,suspected
76-13-1,FREON 113,RTECS,respiratory,suspected
76-14-2,DICHLOROTETRAFLUOROETHANE (CFC-114),"DAN, EPA-SARA, HAZMAP",neurotoxicity,suspected
76-15-3,MONOCHLOROPENTAFLUOROETHANE,"EPA-SARA, HAZMAP",neurotoxicity,suspected
76-15-3,MONOCHLOROPENTAFLUOROETHANE,KLAA,cardiovascular blood,suspected
76-16-4,HEXAFLUOROETHANE,KLAA,cardiovascular blood,suspected
76-22-2,CAMPHOR,RTECS,gastrointestinal liver,suspected
76-22-2,CAMPHOR,RTECS,neurotoxicity,suspected
76-22-2,CAMPHOR,RTECS,respiratory,suspected
76-22-2,CAMPHOR,RTECS,skin sense,suspected
76-38-0,METHOXYFLURANE,HAZMAP,reproductive,suspected
76-38-0,METHOXYFLURANE,"HAZMAP, RTECS",neurotoxicity,suspected
76-38-0,METHOXYFLURANE,JANK,developmental,suspected
76-38-0,METHOXYFLURANE,"KLAA, RTECS",kidney,suspected
76-43-7,FLUOXYMESTRONE,P65,developmental,recognized
76-43-7,FLUOXYMESTRONE,RTECS,respiratory,suspected
76-43-7,FLUOXYMESTRONE,RTECS,skin sense,suspected
76-44-8,HEPTACHLOR,"DAN, EPA-HEN, EPA-SARA, RTECS",neurotoxicity,suspected
76-44-8,HEPTACHLOR,EPA-HEN,gastrointestinal liver,suspected
76-44-8,HEPTACHLOR,"EPA-HEN, HAZMAP",cardiovascular blood,suspected
76-44-8,HEPTACHLOR,EPA-SARA,reproductive,suspected
76-44-8,HEPTACHLOR,"IL-EPA, JNIHS, KEIT, WWF",endocrine,suspected
76-44-8,HEPTACHLOR,LU,skin sense,suspected
76-44-8,HEPTACHLOR,MERCK,kidney,suspected
76-44-8,HEPTACHLOR,P65,cancer,recognized
76-44-8,HEPTACHLOR,P65,developmental,recognized
76-87-9,TRIPHENYLTIN HYDROXIDE,P65,cancer,recognized
76-87-9,TRIPHENYLTIN HYDROXIDE,P65,developmental,recognized
760-23-6,"1,2-DICHLORO-3-BUTENE",RTECS,neurotoxicity,suspected
760-23-6,"1,2-DICHLORO-3-BUTENE",RTECS,respiratory,suspected
760-30-5,HYDRAZINTHIOGLYCOLAT,NAP,immunotoxicity,suspected
7616-94-6,PERCHLORYL FLUORIDE,HAZMAP,cardiovascular blood,suspected
7616-94-6,PERCHLORYL FLUORIDE,HAZMAP,respiratory,suspected
76180-96-6,"IQ(2-AMINO-3-METHYLIMIDAZO[4,5-F]QUINOLINE)",P65,cancer,recognized
76180-96-6,"IQ(2-AMINO-3-METHYLIMIDAZO[4,5-F]QUINOLINE)",RTECS,gastrointestinal liver,suspected
763-29-1,2-METHYL-1-PENTENE,RTECS,neurotoxicity,suspected
763-29-1,2-METHYL-1-PENTENE,RTECS,respiratory,suspected
7631-89-2,SODIUM ARSENATE (ASH3O4.XNA),P65-MC,cancer,recognized
7631-89-2,SODIUM ARSENATE (ASH3O4.XNA),P65-MC,developmental,recognized
7631-89-2,SODIUM ARSENATE (ASH3O4.XNA),RTECS,gastrointestinal liver,suspected
7631-90-5,SODIUM BISULFITE,HAZMAP,respiratory,suspected
7631-99-4,SODIUM NITRATE,RTECS,cardiovascular blood,suspected
7631-99-4,SODIUM NITRATE,RTECS,respiratory,suspected
7632-00-0,SODIUM NITRITE,EPA-TRI,developmental,suspected
7632-00-0,SODIUM NITRITE,"EPA-TRI, RTECS",cardiovascular blood,suspected
7632-00-0,SODIUM NITRITE,MERCK,kidney,suspected
7632-00-0,SODIUM NITRITE,RTECS,gastrointestinal liver,suspected
7632-00-0,SODIUM NITRITE,RTECS,neurotoxicity,suspected
7632-00-0,SODIUM NITRITE,RTECS,respiratory,suspected
7637-07-2,BORON TRIFLUORIDE,EPA-TRI,kidney,suspected
7637-07-2,BORON TRIFLUORIDE,"EPA-TRI, HAZMAP",skin sense,suspected
7637-07-2,BORON TRIFLUORIDE,"EPA-TRI, HAZMAP, RTECS",respiratory,suspected
7637-07-2,BORON TRIFLUORIDE,RTECS,cardiovascular blood,suspected
7637-07-2,BORON TRIFLUORIDE,RTECS,neurotoxicity,suspected
764-41-0,"1,4-DICHLORO-2-BUTENE",P65,cancer,recognized
764-41-0,"1,4-DICHLORO-2-BUTENE",RTECS,neurotoxicity,suspected
764-41-0,"1,4-DICHLORO-2-BUTENE",RTECS,respiratory,suspected
7645-25-2,lead II arsenate,P65-MC,cancer,recognized
7645-25-2,lead II arsenate,P65-MC,developmental,recognized
7645-25-2,lead II arsenate,P65-MC,reproductive,recognized
7645-25-2,lead II arsenate,RTECS,neurotoxicity,suspected
7646-79-9,COBALT CHLORIDE,"HARV, RTECS",skin sense,suspected
7646-79-9,COBALT CHLORIDE,RTECS,endocrine,suspected
7646-79-9,COBALT CHLORIDE,RTECS,neurotoxicity,suspected
7646-85-7,ZINC CHLORIDE FUME,FRAZIER,reproductive,suspected
7646-85-7,ZINC CHLORIDE FUME,"HAZMAP, RTECS",respiratory,suspected
7646-85-7,ZINC CHLORIDE FUME,RTECS,cardiovascular blood,suspected
7646-85-7,ZINC CHLORIDE FUME,RTECS,skin sense,suspected
7647-01-0,HYDROCHLORIC ACID,EPA-HEN,immunotoxicity,suspected
7647-01-0,HYDROCHLORIC ACID,EPA-HEN,musculoskeletal,suspected
7647-01-0,HYDROCHLORIC ACID,"EPA-HEN, HAZMAP, KLAA, OEHHA-AREL, RTECS",skin sense,suspected
7647-01-0,HYDROCHLORIC ACID,"EPA-HEN, HAZMAP, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
7647-01-0,HYDROCHLORIC ACID,"EPA-HEN, RTECS",gastrointestinal liver,suspected
7647-14-5,SODIUM CHLORIDE,RTECS,cardiovascular blood,suspected
7647-15-6,SODIUM BROMIDE,RTECS,neurotoxicity,suspected
7647-18-9,ANTIMONY PENTACHLORIDE,RTECS,gastrointestinal liver,suspected
7647-18-9,ANTIMONY PENTACHLORIDE,RTECS,neurotoxicity,suspected
765-34-4,GLYCIDALDEHYDE,P65,cancer,recognized
765-34-4,GLYCIDALDEHYDE,RTECS,neurotoxicity,suspected
765-34-4,GLYCIDALDEHYDE,RTECS,skin sense,suspected
76578-14-8,QUIZALOFOP-ETHYL,EPA-TRI,gastrointestinal liver,suspected
76578-14-8,QUIZALOFOP-ETHYL,P65,reproductive,recognized
7664-38-2,PHOSPHORIC ACID,HAZMAP,skin sense,suspected
7664-38-2,PHOSPHORIC ACID,OEHHA-CREL,respiratory,suspected
7664-38-2,PHOSPHORIC ACID,RTECS,neurotoxicity,suspected
7664-39-3,HYDROFLUORIC ACID,"ATSDR, EPA-HEN, HAZMAP, KLAA, LU, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
7664-39-3,HYDROFLUORIC ACID,"EPA-HEN, HAZMAP, KLAA, OEHHA-AREL, RTECS",skin sense,suspected
7664-39-3,HYDROFLUORIC ACID,"EPA-HEN, OEHHA-CREL",musculoskeletal,suspected
7664-39-3,HYDROFLUORIC ACID,EPA-SARA,developmental,suspected
7664-39-3,HYDROFLUORIC ACID,EPA-SARA,reproductive,suspected
7664-39-3,HYDROFLUORIC ACID,KLAA,cardiovascular blood,suspected
7664-39-3,HYDROFLUORIC ACID,RTECS,gastrointestinal liver,suspected
7664-39-3,HYDROFLUORIC ACID,RTECS,neurotoxicity,suspected
7664-41-7,AMMONIA,"ATSDR, HAZMAP, KLAA, LU, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
7664-41-7,AMMONIA,FRAZIER,reproductive,suspected
7664-41-7,AMMONIA,"HARV, HAZMAP, KLAA, OEHHA-AREL, RTECS",skin sense,suspected
7664-41-7,AMMONIA,RTECS,gastrointestinal liver,suspected
7664-41-7,AMMONIA,RTECS,neurotoxicity,suspected
7664-93-9,SULFURIC ACID,HAZMAP,skin sense,suspected
7664-93-9,SULFURIC ACID,"HAZMAP, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
7664-93-9,SULFURIC ACID,RTECS,musculoskeletal,suspected
7664-93-9(InorgMist),STRONG INORGANIC ACID MISTS CONTAINING SULFURIC ACID,P65,cancer,recognized
7681-11-0,POTASSIUM IODIDE,JANK,developmental,suspected
7681-11-0,POTASSIUM IODIDE,MALA,cardiovascular blood,suspected
7681-49-4,SODIUM FLUORIDE,"ATSDR, RTECS",musculoskeletal,suspected
7681-49-4,SODIUM FLUORIDE,JANK,developmental,suspected
7681-49-4,SODIUM FLUORIDE,RTECS,cardiovascular blood,suspected
7681-49-4,SODIUM FLUORIDE,RTECS,gastrointestinal liver,suspected
7681-49-4,SODIUM FLUORIDE,RTECS,neurotoxicity,suspected
7681-49-4,SODIUM FLUORIDE,RTECS,respiratory,suspected
7681-49-4,SODIUM FLUORIDE,RTECS,skin sense,suspected
7681-52-9,SODIUM HYPOCHLORITE,RTECS,cardiovascular blood,suspected
7681-52-9,SODIUM HYPOCHLORITE,RTECS,neurotoxicity,suspected
7681-52-9,SODIUM HYPOCHLORITE,RTECS,skin sense,suspected
7681-57-4,SODIUM METABISULFITE,HAZMAP,immunotoxicity,suspected
7681-57-4,SODIUM METABISULFITE,HAZMAP,respiratory,suspected
7681-57-4,SODIUM METABISULFITE,HAZMAP,skin sense,suspected
7681-57-4,SODIUM METABISULFITE,RTECS,kidney,suspected
7681-82-5,SODIUM IODIDE,JANK,developmental,suspected
76842-07-4,"2,3,3',4',5'-Pentachlorobiphenyl",P65-MC,cancer,recognized
76842-07-4,"2,3,3',4',5'-Pentachlorobiphenyl",P65-MC,developmental,recognized
7696-12-0,TETRAMETHRIN,"EPA-TRI, RTECS",neurotoxicity,suspected
7696-12-0,TETRAMETHRIN,OPP-CAN,cancer,suspected
7697-37-2,NITRIC ACID,"AEGL, HAZMAP",skin sense,suspected
7697-37-2,NITRIC ACID,"AEGL, HAZMAP, OEHHA-AREL, OEHHA-CREL",respiratory,suspected
77-09-8,PHENOLPHTHALEIN,NTP-R,reproductive,suspected
77-09-8,PHENOLPHTHALEIN,P65,cancer,recognized
77-09-8,PHENOLPHTHALEIN,RTECS,cardiovascular blood,suspected
77-09-8,PHENOLPHTHALEIN,RTECS,gastrointestinal liver,suspected
77-09-8,PHENOLPHTHALEIN,RTECS,kidney,suspected
77-21-4,GLUTETHIMIDE,"KLAA, RTECS",neurotoxicity,suspected
77-21-4,GLUTETHIMIDE,RTECS,cardiovascular blood,suspected
77-21-4,GLUTETHIMIDE,RTECS,skin sense,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,"ATSDR, EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,"ATSDR, RTECS",kidney,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,"EPA-HEN, HAZMAP",skin sense,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,EPA-SARA,developmental,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,EPA-SARA,neurotoxicity,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,EPA-SARA,reproductive,suspected
77-47-4,HEXACHLOROCYCLOPENTADIENE,RTECS,gastrointestinal liver,suspected
77-71-4,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",RTECS,neurotoxicity,suspected
77-71-4,"2,4-IMIDAZOLIDINEDIONE, 5,5-DIMETHYL-",RTECS,respiratory,suspected
77-73-6,DICYCLOPENTADIENE,"DAN, EPA-TRI, RTECS",neurotoxicity,suspected
77-73-6,DICYCLOPENTADIENE,RTECS,gastrointestinal liver,suspected
77-78-1,DIMETHYL SULFATE,"DAN, EPA-HEN, EPA-SARA, RTECS",neurotoxicity,suspected
77-78-1,DIMETHYL SULFATE,EPA-HEN,cardiovascular blood,suspected
77-78-1,DIMETHYL SULFATE,EPA-HEN,gastrointestinal liver,suspected
77-78-1,DIMETHYL SULFATE,EPA-HEN,kidney,suspected
77-78-1,DIMETHYL SULFATE,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
77-78-1,DIMETHYL SULFATE,"EPA-HEN, HAZMAP, RTECS",skin sense,suspected
77-78-1,DIMETHYL SULFATE,P65,cancer,recognized
77-81-6,TABUN,RTECS,gastrointestinal liver,suspected
77-81-6,TABUN,RTECS,neurotoxicity,suspected
77-81-6,TABUN,RTECS,respiratory,suspected
77-81-6,TABUN,RTECS,skin sense,suspected
77-83-8,"HYDROCINNAMIC ACID, ALPHA,BETA-EPOXY-BETA-METHYL-, ETHYL ESTER",RTECS,neurotoxicity,suspected
77-99-6,"1,1,1-TRI(HYDROXYMETHYL)PROPANE",RTECS,neurotoxicity,suspected
77-99-6,"1,1,1-TRI(HYDROXYMETHYL)PROPANE",RTECS,respiratory,suspected
77094-11-2,"MEIQ (2-AMINO-3,4-DIMETHYLIMIDAZO[4,5-F]QUINOLINE)",P65,cancer,recognized
7718-54-9,NICKEL CHLORIDE,P65-MC,cancer,recognized
77182-82-2,2-AMINO-4-(HYDROXYMETHYLPHOSPHINYL)BUTANOIC ACID MONOAMMONIUM SALT,RTECS,cardiovascular blood,suspected
77182-82-2,2-AMINO-4-(HYDROXYMETHYLPHOSPHINYL)BUTANOIC ACID MONOAMMONIUM SALT,RTECS,neurotoxicity,suspected
77182-82-2,2-AMINO-4-(HYDROXYMETHYLPHOSPHINYL)BUTANOIC ACID MONOAMMONIUM SALT,RTECS,respiratory,suspected
7719-09-7,THIONYL CHLORIDE,HAZMAP,respiratory,suspected
7719-09-7,THIONYL CHLORIDE,HAZMAP,skin sense,suspected
7719-12-2,PHOSPHORUS TRICHLORIDE,HAZMAP,skin sense,suspected
7719-12-2,PHOSPHORUS TRICHLORIDE,"HAZMAP, RTECS",respiratory,suspected
7719-12-2,PHOSPHORUS TRICHLORIDE,RTECS,cardiovascular blood,suspected
7719-12-2,PHOSPHORUS TRICHLORIDE,RTECS,gastrointestinal liver,suspected
7719-12-2,PHOSPHORUS TRICHLORIDE,RTECS,neurotoxicity,suspected
7720-78-7,FERROUS SULFATE,RTECS,cardiovascular blood,suspected
7720-78-7,FERROUS SULFATE,RTECS,gastrointestinal liver,suspected
7720-78-7,FERROUS SULFATE,RTECS,kidney,suspected
7720-78-7,FERROUS SULFATE,RTECS,neurotoxicity,suspected
7722-64-7,POTASSIUM PERMANGANATE,RTECS,gastrointestinal liver,suspected
7722-64-7,POTASSIUM PERMANGANATE,RTECS,neurotoxicity,suspected
7722-64-7,POTASSIUM PERMANGANATE,RTECS,respiratory,suspected
7722-84-1,HYDROGEN PEROXIDE (CONC > 52%),"HAZMAP, KLAA, RTECS",skin sense,suspected
7722-84-1,HYDROGEN PEROXIDE (CONC > 52%),"HAZMAP, RTECS",respiratory,suspected
7722-84-1,HYDROGEN PEROXIDE (CONC > 52%),RTECS,gastrointestinal liver,suspected
7722-84-1,HYDROGEN PEROXIDE (CONC > 52%),RTECS,neurotoxicity,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"ATSDR, EPA-HEN, HAZMAP, RTECS",respiratory,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"ATSDR, EPA-SARA, OEHHA-CREL",reproductive,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"DIPA, DOSS, EPA-HEN, LADO, MALA, RTECS, ZIMM",gastrointestinal liver,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),EPA-HEN,musculoskeletal,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"EPA-HEN, HAZMAP",kidney,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"EPA-HEN, RTECS",cardiovascular blood,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"EPA-HEN, RTECS",neurotoxicity,suspected
7723-14-0,PHOSPHORUS (YELLOW OR WHITE),"HAZMAP, KLAA, RTECS",skin sense,suspected
7726-95-6,BROMINE,"DAN, EPA-TRI",neurotoxicity,suspected
7726-95-6,BROMINE,EPA-TRI,endocrine,suspected
7726-95-6,BROMINE,EPA-TRI,gastrointestinal liver,suspected
7726-95-6,BROMINE,"EPA-TRI, HAZMAP",respiratory,suspected
7726-95-6,BROMINE,HAZMAP,skin sense,suspected
7727-37-9,NITROGEN,HAZMAP,respiratory,suspected
7727-54-0,AMMONIUM PERSULFATE,"HARV, HAZMAP",skin sense,suspected
7727-54-0,AMMONIUM PERSULFATE,HAZMAP,respiratory,suspected
7727-54-0,AMMONIUM PERSULFATE,"HAZMAP, NAP",immunotoxicity,suspected
7732-18-5,DEIONIZED WATER,RTECS,gastrointestinal liver,suspected
7732-18-5,DEIONIZED WATER,RTECS,neurotoxicity,suspected
7733-02-0,ZINC SULFATE,JANK,developmental,suspected
7733-02-0,ZINC SULFATE,RTECS,cardiovascular blood,suspected
7733-02-0,ZINC SULFATE,RTECS,gastrointestinal liver,suspected
7733-02-0,ZINC SULFATE,RTECS,respiratory,suspected
7738-94-5,CHROMIC ACID,ATSDR,respiratory,suspected
7738-94-5,CHROMIC ACID,P65-MC,cancer,recognized
77439-76-0,MX (3-chloro-4-(dichloromethyl)-5-hydroxy-2(5H)-furanone),P65,cancer,recognized
7747-35-5,"1H,3H,5H-OXAZOLO[3,4-C]OXAZOLE, 7A-ETHYLDIHYDRO-",HAZMAP,immunotoxicity,suspected
7747-35-5,"1H,3H,5H-OXAZOLO[3,4-C]OXAZOLE, 7A-ETHYLDIHYDRO-",HAZMAP,skin sense,suspected
